Jersey,Name,Position,Age,Height,Weight,Years,College,Team,Position Group,Side,Level
60,David Andrews,C,24,75,295,2,Georgia,New England,OL,OFF,1-4 Yrs
39,E.J. Biggers,CB,29,72,185,8,Western Michigan,New England,DB,DEF,5-8 Yrs
7,Cre'von LeBlanc,CB,21,69,194,0,Florida Atlantic,New England,DB,DEF,Rookie
5,Cyrus Jones,CB,22,70,197,0,Alabama,New England,DB,DEF,Rookie
21,Malcolm Butler,CB,26,71,190,3,West Alabama,New England,DB,DEF,1-4 Yrs
26,Logan Ryan,CB,25,71,195,4,Rutgers,New England,DB,DEF,1-4 Yrs
35,Brock Vereen,CB,23,71,202,2,Minnesota,New England,DB,DEF,1-4 Yrs
43,Nate Ebner,DB,27,72,220,5,Ohio State,New England,DB,DEF,5-8 Yrs
28,Darryl Roberts,DB,25,72,190,2,Marshall,New England,DB,DEF,1-4 Yrs
3,Jonathan Jones,DB,22,69,186,0,Auburn,New England,DB,DEF,Rookie
32,Devin McCourty,DB,28,70,195,7,Rutgers,New England,DB,DEF,5-8 Yrs
2,V'Angelo Bentley,DB,22,70,190,0,Illinois,New England,DB,DEF,Rookie
22,Justin Coleman,DB,23,71,185,2,Tennessee,New England,DB,DEF,1-4 Yrs
37,Jordan Richards,DB,23,71,210,2,Stanford,New England,DB,DEF,1-4 Yrs
30,Duron Harmon,DB,25,73,205,4,Rutgers,New England,DB,DEF,1-4 Yrs
36,Brandon King,DB,23,74,220,2,Auburn,New England,DB,DEF,1-4 Yrs
50,Rob Ninkovich,DE,32,74,260,11,Purdue,New England,Front Seven,DEF,9-12 Yrs
--,Chris Long,DE,31,75,268,9,Virginia,New England,Front Seven,DEF,9-12 Yrs
73,Frank Kearse,DE,27,77,310,5,Alabama A&M,New England,Front Seven,DEF,5-8 Yrs
81,Joe Vellano,DL,27,74,300,2,Maryland,New England,Front Seven,DEF,1-4 Yrs
--,Anthony Johnson,DL,23,74,317,2,LSU,New England,Front Seven,DEF,1-4 Yrs
90,Malcom Brown,DL,22,74,320,2,Texas,New England,Front Seven,DEF,1-4 Yrs
98,Trey Flowers,DL,22,74,265,2,Arkansas,New England,Front Seven,DEF,1-4 Yrs
93,Jabaal Sheard,DL,27,75,260,6,Pittsburgh,New England,Front Seven,DEF,5-8 Yrs
92,Geneo Grissom,DL,24,75,265,2,Oklahoma,New England,Front Seven,DEF,1-4 Yrs
56,Woodrow Hamilton,DL,23,75,300,0,Ole Miss,New England,Front Seven,DEF,Rookie
97,Alan Branch,DL,31,78,350,10,Michigan,New England,Front Seven,DEF,9-12 Yrs
98,Terrance Knighton,DT,30,75,354,8,Temple,New England,Front Seven,DEF,5-8 Yrs
98,Vincent Valentine,DT,22,75,320,0,Nebraska,New England,Front Seven,DEF,Rookie
--,Markus Kuhn,DT,30,76,303,5,NC State,New England,Front Seven,DEF,5-8 Yrs
46,James Develin,FB,27,75,255,4,Brown,New England,Tailback,OFF,1-4 Yrs
61,Jonathan Cooper,G,26,74,311,4,North Carolina,New England,OL,OFF,1-4 Yrs
69,Ted Karras,G,23,75,307,0,Illinois,New England,OL,OFF,Rookie
63,Tre' Jackson,G,23,76,320,2,Florida State,New England,OL,OFF,1-4 Yrs
54,Joe Thuney,G,23,76,287,0,NC State,New England,OL,OFF,Rookie
44,Elandon Roberts,LB,22,72,235,0,Houston,New England,Front Seven,DEF,Rookie
--,Ramon Humber,LB,28,71,232,8,North Dakota State,New England,Front Seven,DEF,5-8 Yrs
55,Jonathan Freeny,LB,27,74,255,5,Rutgers,New England,Front Seven,DEF,5-8 Yrs
45,Kevin Snyder,LB,23,74,238,1,Rutgers,New England,Front Seven,DEF,1-4 Yrs
32,Kamu Grugier-Hill,LB,22,74,215,0,Eastern Illinois,New England,Front Seven,DEF,Rookie
91,Jamie Collins,LB,26,75,250,4,Southern Mississippi,New England,Front Seven,DEF,1-4 Yrs
54,Dont'a Hightower,LB,26,75,265,5,Alabama,New England,Front Seven,DEF,5-8 Yrs
50,Shea McClellin,LB,26,75,245,5,Boise State,New England,Front Seven,DEF,5-8 Yrs
59,Rufus Johnson,LB,25,77,280,2,Tarleton State,New England,Front Seven,DEF,1-4 Yrs
49,Joe Cardona,LS,24,74,245,2,Navy,New England,ST,ST,1-4 Yrs
69,Shaq Mason,OL,22,73,310,2,Georgia Tech,New England,OL,OFF,1-4 Yrs
64,Chris Barker,OL,25,74,300,2,Nevada,New England,OL,OFF,1-4 Yrs
67,Josh Kline,OL,26,75,300,4,Kent State,New England,OL,OFF,1-4 Yrs
74,Keavon Milton,OL,26,76,324,2,Louisiana Monroe,New England,OL,OFF,1-4 Yrs
66,Bryan Stork,OL,25,76,310,3,Florida State,New England,OL,OFF,1-4 Yrs
61,Marcus Cannon,OL,28,77,335,6,TCU,New England,OL,OFF,5-8 Yrs
71,Cameron Fleming,OL,23,78,320,3,Stanford,New England,OL,OFF,1-4 Yrs
68,LaAdrian Waddle,OT,25,78,328,4,Texas Tech,New England,OL,OFF,1-4 Yrs
76,Sebastian Vollmer,OT,32,80,325,8,Houston,New England,OL,OFF,5-8 Yrs
77,Nate Solder,OT,28,80,325,6,Colorado,New England,OL,OFF,5-8 Yrs
6,Ryan Allen,P,26,74,220,4,Louisiana Tech,New England,ST,ST,1-4 Yrs
3,Stephen Gostkowski,PK,32,73,215,11,Memphis,New England,ST,ST,9-12 Yrs
10,Jimmy Garoppolo,QB,24,74,225,3,Eastern Illinois,New England,QB,OFF,1-4 Yrs
12,Jacoby Brissett,QB,23,75,236,0,NC State,New England,QB,OFF,Rookie
12,Tom Brady,QB,38,76,225,17,Michigan,New England,QB,OFF,13+ Yrs
29,LeGarrette Blount,RB,29,72,250,7,Oregon,New England,Tailback,OFF,5-8 Yrs
36,Tyler Gaffney,RB,25,72,220,3,Stanford,New England,Tailback,OFF,1-4 Yrs
47,Joey Iosefa,RB,25,72,245,1,Hawaii,New England,Tailback,OFF,1-4 Yrs
33,Dion Lewis,RB,25,68,195,5,Pittsburgh,New England,Tailback,OFF,5-8 Yrs
34,Donald Brown,RB,29,70,207,8,Connecticut,New England,Tailback,OFF,5-8 Yrs
28,James White,RB,24,70,205,3,Wisconsin,New England,Tailback,OFF,1-4 Yrs
8,D.J. Foster,RB,22,70,193,0,Arizona State,New England,Tailback,OFF,Rookie
38,Brandon Bolden,RB,26,71,220,5,Ole Miss,New England,Tailback,OFF,5-8 Yrs
1,Cedric Thompson,S,23,72,212,1,Minnesota,New England,DB,DEF,1-4 Yrs
23,Patrick Chung,S,28,71,215,8,Oregon,New England,DB,DEF,5-8 Yrs
86,Clay Harbor,TE,29,75,250,7,Missouri State,New England,TE,OFF,5-8 Yrs
86,AJ Derby,TE,24,76,255,2,Arkansas,New England,TE,OFF,1-4 Yrs
81,Steven Scheu,TE,24,77,250,0,Vanderbilt,New England,TE,OFF,Rookie
80,Bryce Williams,TE,23,77,260,0,East Carolina,New England,TE,OFF,Rookie
83,Martellus Bennett,TE,29,78,273,9,Texas A&M,New England,TE,OFF,9-12 Yrs
87,Rob Gronkowski,TE,27,78,265,7,Arizona,New England,TE,OFF,5-8 Yrs
18,Matthew Slater,WR,30,72,205,9,UCLA,New England,WR,OFF,9-12 Yrs
83,DeAndre Carter,WR,23,68,188,1,Sacramento State,New England,WR,OFF,1-4 Yrs
11,Julian Edelman,WR,30,70,200,8,Kent State,New England,WR,OFF,5-8 Yrs
80,Danny Amendola,WR,30,71,190,8,Texas Tech,New England,WR,OFF,5-8 Yrs
82,Keshawn Martin,WR,26,71,194,5,Michigan State,New England,WR,OFF,5-8 Yrs
26,Malcolm Mitchell,WR,24,71,194,0,Georgia,New England,WR,OFF,Rookie
14,Chris Harper,WR,22,71,185,1,California,New England,WR,OFF,1-4 Yrs
84,Nate Washington,WR,32,73,183,12,Tiffin University,New England,WR,OFF,9-12 Yrs
15,Chris Hogan,WR,27,73,220,4,Monmouth,New England,WR,OFF,1-4 Yrs
15,Devin Lucien,WR,23,74,195,0,Arizona State,New England,WR,OFF,Rookie
17,Aaron Dobson,WR,24,75,205,4,Marshall,New England,WR,OFF,1-4 Yrs
47,Justin Drescher,C,28,73,235,7,Colorado,New Orleans,OL,OFF,5-8 Yrs
65,Senio Kelemete,C,26,75,300,4,Washington,New Orleans,OL,OFF,1-4 Yrs
60,Max Unger,C,30,77,305,8,Oregon,New Orleans,OL,OFF,5-8 Yrs
--,Jimmy Pruitt,CB,23,72,198,0,San José State,New Orleans,DB,DEF,Rookie
27,Damian Swann,CB,23,72,189,2,Georgia,New Orleans,DB,DEF,1-4 Yrs
36,P.J. Williams,CB,23,72,196,2,Florida State,New Orleans,DB,DEF,1-4 Yrs
37,Tony Carter,CB,30,69,175,7,Florida State,New Orleans,DB,DEF,5-8 Yrs
24,Kyle Wilson,CB,28,70,190,7,Boise State,New Orleans,DB,DEF,5-8 Yrs
37,Brandon Dixon,CB,26,71,203,2,Northwest Missouri State,New Orleans,DB,DEF,1-4 Yrs
21,Keenan Lewis,CB,30,73,208,8,Oregon State,New Orleans,DB,DEF,5-8 Yrs
40,Delvin Breaux,CB,26,73,196,2,LSU,New Orleans,DB,DEF,1-4 Yrs
20,Brian Dixon,DB,26,72,195,3,Northwest Missouri State,New Orleans,DB,DEF,1-4 Yrs
--,Erik Harris,DB,26,75,225,0,California (PA),New Orleans,DB,DEF,Rookie
52,Darryl Tapp,DE,31,73,270,11,Virginia Tech,New Orleans,Front Seven,DEF,9-12 Yrs
98,Sheldon Rankins,DE,22,73,304,0,Louisville,New Orleans,Front Seven,DEF,Rookie
78,Bobby Richardson,DE,23,75,286,2,Indiana,New Orleans,Front Seven,DEF,1-4 Yrs
94,Cameron Jordan,DE,27,76,287,6,California,New Orleans,Front Seven,DEF,5-8 Yrs
58,Obum Gwacham,DE,25,77,246,2,Oregon State,New Orleans,Front Seven,DEF,1-4 Yrs
95,Tyeler Davison,DT,23,74,309,2,Fresno State,New Orleans,Front Seven,DEF,1-4 Yrs
98,C.J. Wilson,DT,29,75,290,7,East Carolina,New Orleans,Front Seven,DEF,5-8 Yrs
92,John Jenkins,DT,27,75,359,4,Georgia,New Orleans,Front Seven,DEF,1-4 Yrs
71,Kaleb Eulls,DT,25,75,285,2,Mississippi State,New Orleans,Front Seven,DEF,1-4 Yrs
74,Ashaad Mabry,DT,23,75,315,1,Texas San Antonio,New Orleans,Front Seven,DEF,1-4 Yrs
97,David Onyemata,DT,--,76,300,0,Manitoba,New Orleans,Front Seven,DEF,Rookie
--,Nick Fairley,DT,28,76,308,6,Auburn,New Orleans,Front Seven,DEF,5-8 Yrs
35,Austin Johnson,FB,27,74,240,3,Tennessee,New Orleans,Tailback,OFF,1-4 Yrs
31,Jairus Byrd,FS,29,70,203,8,Oregon,New Orleans,DB,DEF,5-8 Yrs
62,Cyril Lemon,G,23,75,315,1,North Texas,New Orleans,OL,OFF,1-4 Yrs
68,Tim Lelito,G,27,76,315,4,Grand Valley State,New Orleans,OL,OFF,1-4 Yrs
--,Tony Steward,LB,23,72,241,2,Clemson,New Orleans,Front Seven,DEF,1-4 Yrs
59,Dannell Ellerbe,LB,30,73,245,8,Georgia,New Orleans,Front Seven,DEF,5-8 Yrs
--,Craig Robertson,LB,28,73,234,5,North Texas,New Orleans,Front Seven,DEF,5-8 Yrs
55,James Laurinaitis,LB,29,74,248,8,Ohio State,New Orleans,Front Seven,DEF,5-8 Yrs
54,Nathan Stupar,LB,28,74,240,3,Penn State,New Orleans,Front Seven,DEF,1-4 Yrs
91,Kasim Edebali,LB,26,74,253,3,Boston College,New Orleans,Front Seven,DEF,1-4 Yrs
56,Michael Mauti,LB,26,74,243,4,Penn State,New Orleans,Front Seven,DEF,1-4 Yrs
50,Stephone Anthony,LB,23,74,245,2,Clemson,New Orleans,Front Seven,DEF,1-4 Yrs
55,Davis Tull,LB,24,75,240,2,Chattanooga,New Orleans,Front Seven,DEF,1-4 Yrs
44,Hau'oli Kikaha,LB,23,75,246,2,Washington,New Orleans,Front Seven,DEF,1-4 Yrs
72,Terron Armstead,OT,24,77,304,4,Arkansas-Pine Bluff,New Orleans,OL,OFF,1-4 Yrs
--,Tyrus Thompson,OT,24,77,330,1,Oklahoma,New Orleans,OL,OFF,1-4 Yrs
64,Zach Strief,OT,32,79,320,11,Northwestern,New Orleans,OL,OFF,9-12 Yrs
75,Andrus Peat,OT,22,79,316,2,Stanford,New Orleans,OL,OFF,1-4 Yrs
6,Thomas Morstead,P,30,76,235,8,SMU,New Orleans,ST,ST,5-8 Yrs
--,Connor Barth,PK,30,71,200,7,North Carolina,New Orleans,ST,ST,5-8 Yrs
5,Kai Forbath,PK,28,71,197,5,UCLA,New Orleans,ST,ST,5-8 Yrs
9,Drew Brees,QB,37,72,209,16,Purdue,New Orleans,QB,OFF,13+ Yrs
18,Garrett Grayson,QB,25,74,220,2,Colorado State,New Orleans,QB,OFF,1-4 Yrs
7,Luke McCown,QB,35,76,217,13,Louisiana Tech,New Orleans,QB,OFF,13+ Yrs
34,Tim Hightower,RB,30,72,220,5,Richmond,New Orleans,Tailback,OFF,5-8 Yrs
2,Daniel Lasco,RB,23,72,207,0,California,New Orleans,Tailback,OFF,Rookie
22,Mark Ingram,RB,26,69,215,6,Alabama,New Orleans,Tailback,OFF,5-8 Yrs
23,Marcus Murphy,RB,24,69,195,2,Missouri,New Orleans,Tailback,OFF,1-4 Yrs
28,C.J. Spiller,RB,28,71,200,7,Clemson,New Orleans,Tailback,OFF,5-8 Yrs
38,Travaris Cadet,RB,27,73,210,5,Appalachian State,New Orleans,Tailback,OFF,5-8 Yrs
41,Alden Darby,S,24,70,192,1,Arizona State,New Orleans,DB,DEF,1-4 Yrs
11,Vonn Bell,S,21,71,199,0,Ohio State,New Orleans,DB,DEF,Rookie
32,Kenny Vaccaro,SS,25,72,214,4,Texas,New Orleans,DB,DEF,1-4 Yrs
33,Jamarca Sanford,SS,30,70,200,8,Ole Miss,New Orleans,DB,DEF,5-8 Yrs
--,Garrett Griffin,TE,--,76,225,0,Air Force,New Orleans,TE,OFF,Rookie
84,Michael Hoomanawanui,TE,28,76,265,7,Illinois,New Orleans,TE,OFF,5-8 Yrs
88,RaShaun Allen,TE,26,76,250,2,Southern,New Orleans,TE,OFF,1-4 Yrs
89,Josh Hill,TE,26,77,250,4,Idaho State,New Orleans,TE,OFF,1-4 Yrs
--,Coby Fleener,TE,27,78,251,5,Stanford,New Orleans,TE,OFF,5-8 Yrs
86,Chris Manhertz,TE,24,78,235,1,Canisius,New Orleans,TE,OFF,1-4 Yrs
14,R.J. Harris,WR,24,72,194,1,New Hampshire,New Orleans,WR,OFF,1-4 Yrs
--,Jake Lampman,WR,23,72,205,0,Ferris State,New Orleans,WR,OFF,Rookie
10,Brandin Cooks,WR,22,70,189,3,Oregon State,New Orleans,WR,OFF,1-4 Yrs
--,Vincent Brown,WR,27,71,190,5,San Diego State,New Orleans,WR,OFF,5-8 Yrs
18,Reggie Bell,WR,24,71,201,1,--,New Orleans,WR,OFF,1-4 Yrs
83,Willie Snead,WR,23,71,195,2,Ball State,New Orleans,WR,OFF,1-4 Yrs
3,Michael Thomas,WR,21,75,209,0,Ohio State,New Orleans,WR,OFF,Rookie
86,Kyle Prater,WR,24,77,231,0,Northwestern,New Orleans,WR,OFF,Rookie
16,Brandon Coleman,WR,24,78,225,2,Rutgers,New Orleans,WR,OFF,1-4 Yrs
69,Brett Jones,C,24,74,318,2,University of Regina,New York Giants,OL,OFF,1-4 Yrs
64,Shane McDermott,C,24,75,305,1,Miami,New York Giants,OL,OFF,1-4 Yrs
--,Janoris Jenkins,CB,27,70,198,5,North Alabama,New York Giants,DB,DEF,5-8 Yrs
37,Leon McFadden,CB,25,70,190,3,San Diego State,New York Giants,DB,DEF,1-4 Yrs
--,Matt Smalley,CB,22,70,195,0,Lafayette,New York Giants,DB,DEF,Rookie
13,Eli Apple,CB,20,73,200,0,Ohio State,New York Giants,DB,DEF,Rookie
41,Dominique Rodgers-Cromartie,CB,30,74,193,9,Tennessee State,New York Giants,DB,DEF,9-12 Yrs
17,Michael Hunter,DB,23,72,191,0,Oklahoma State,New York Giants,DB,DEF,Rookie
5,Donte Deayon,DB,22,69,150,0,Boise State,New York Giants,DB,DEF,Rookie
31,Trevin Wade,DB,26,70,190,5,Arizona,New York Giants,DB,DEF,5-8 Yrs
25,Tramain Jacobs,DB,24,71,191,3,Texas A&M,New York Giants,DB,DEF,1-4 Yrs
--,Ishaq Williams,DB,23,78,271,0,Notre Dame,New York Giants,DB,DEF,Rookie
71,Stansly Maponga,DE,25,74,265,3,TCU,New York Giants,Front Seven,DEF,1-4 Yrs
54,Olivier Vernon,DE,25,74,275,5,Miami,New York Giants,Front Seven,DEF,5-8 Yrs
90,Mike Rose,DE,23,74,281,0,NC State,New York Giants,Front Seven,DEF,Rookie
66,Brad Bars,DE,24,75,263,1,Penn State,New York Giants,Front Seven,DEF,1-4 Yrs
58,Owa Odighizuwa,DE,24,75,270,2,UCLA,New York Giants,Front Seven,DEF,1-4 Yrs
45,Romeo Okwara,DE,21,76,258,0,Notre Dame,New York Giants,Front Seven,DEF,Rookie
90,Jason Pierre-Paul,DE,27,77,278,7,South Florida,New York Giants,Front Seven,DEF,5-8 Yrs
72,Kerry Wynn,DE,25,77,264,3,Richmond,New York Giants,Front Seven,DEF,1-4 Yrs
--,Damon Harrison,DL,27,76,350,5,William Penn,New York Giants,Front Seven,DEF,5-8 Yrs
95,Johnathan Hankins,DT,24,74,320,4,Ohio State,New York Giants,Front Seven,DEF,1-4 Yrs
97,Louis Nix III,DT,24,74,331,3,Notre Dame,New York Giants,Front Seven,DEF,1-4 Yrs
96,Jay Bromley,DT,24,75,310,3,Syracuse,New York Giants,Front Seven,DEF,1-4 Yrs
8,Greg Milhouse,DT,22,75,295,0,Campbell,New York Giants,Front Seven,DEF,Rookie
79,Montori Hughes,DT,25,76,350,4,Tennessee-Martin,New York Giants,Front Seven,DEF,1-4 Yrs
90,Melvin Lewis,DT,23,76,311,0,Kentucky,New York Giants,Front Seven,DEF,Rookie
49,Nikita Whitlock,FB,25,70,250,2,Wake Forest,New York Giants,Tailback,OFF,1-4 Yrs
46,Will Johnson,FB,27,74,240,5,West Virginia,New York Giants,Tailback,OFF,5-8 Yrs
60,Adam Gettis,G,27,74,305,2,Iowa,New York Giants,OL,OFF,1-4 Yrs
62,Ryan Seymour,G,26,76,305,2,Vanderbilt,New York Giants,OL,OFF,1-4 Yrs
--,Dillon Farrell,G,25,77,303,2,New Mexico,New York Giants,OL,OFF,1-4 Yrs
53,Jasper Brinkley,LB,31,73,252,8,South Carolina,New York Giants,Front Seven,DEF,5-8 Yrs
54,Jonathan Casillas,LB,29,73,227,8,Wisconsin,New York Giants,Front Seven,DEF,5-8 Yrs
55,J.T. Thomas,LB,27,73,236,6,West Virginia,New York Giants,Front Seven,DEF,5-8 Yrs
44,B.J. Goodson,LB,23,73,242,0,Clemson,New York Giants,Front Seven,DEF,Rookie
91,Kelvin Sheppard,LB,28,74,249,6,LSU,New York Giants,Front Seven,DEF,5-8 Yrs
52,Keenan Robinson,LB,27,75,238,5,Texas,New York Giants,Front Seven,DEF,5-8 Yrs
59,Devon Kennard,LB,25,75,251,3,USC,New York Giants,Front Seven,DEF,1-4 Yrs
94,Mark Herzlich,LB,28,76,246,6,Boston College,New York Giants,Front Seven,DEF,5-8 Yrs
1,Tyler Ott,LS,24,75,252,1,Harvard,New York Giants,ST,ST,1-4 Yrs
51,Zak DeOssie,LS,32,76,249,10,Brown,New York Giants,ST,ST,9-12 Yrs
68,Bobby Hart,OG,21,76,334,2,Florida State,New York Giants,OL,OFF,1-4 Yrs
77,John Jerry,OG,30,77,340,7,Ole Miss,New York Giants,OL,OFF,5-8 Yrs
70,Weston Richburg,OL,25,75,298,3,Colorado State,New York Giants,OL,OFF,1-4 Yrs
73,Marshall Newhouse,OT,27,76,328,7,TCU,New York Giants,OL,OFF,5-8 Yrs
67,Justin Pugh,OT,25,76,301,4,Syracuse,New York Giants,OL,OFF,1-4 Yrs
75,Byron Stingily,OT,27,77,318,6,Louisville,New York Giants,OL,OFF,5-8 Yrs
76,Ereck Flowers,OT,22,77,329,2,Miami,New York Giants,OL,OFF,1-4 Yrs
62,Jake Rodgers,OT,24,78,320,1,Eastern Washington,New York Giants,OL,OFF,1-4 Yrs
63,Emmett Cleary,OT,26,79,324,2,Boston College,New York Giants,OL,OFF,1-4 Yrs
9,Brad Wing,P,25,75,205,3,LSU,New York Giants,ST,ST,1-4 Yrs
3,Josh Brown,PK,37,72,202,14,Nebraska,New York Giants,ST,ST,13+ Yrs
5,Tom Obarski,PK,23,70,177,0,Concordia-St. Paul,New York Giants,ST,ST,Rookie
12,Ryan Nassib,QB,26,74,223,4,Syracuse,New York Giants,QB,OFF,1-4 Yrs
10,Eli Manning,QB,35,76,218,13,Ole Miss,New York Giants,QB,OFF,13+ Yrs
26,Orleans Darkwa,RB,24,72,215,3,Tulane,New York Giants,Tailback,OFF,1-4 Yrs
33,Bobby Rainey,RB,28,68,212,5,Western Kentucky,New York Giants,Tailback,OFF,5-8 Yrs
34,Shane Vereen,RB,27,70,205,6,California,New York Giants,Tailback,OFF,5-8 Yrs
44,Andre Williams,RB,23,71,230,3,Boston College,New York Giants,Tailback,OFF,1-4 Yrs
24,Paul Perkins,RB,21,71,210,0,UCLA,New York Giants,Tailback,OFF,Rookie
23,Rashad Jennings,RB,31,73,231,8,Liberty,New York Giants,Tailback,OFF,5-8 Yrs
29,Nat Berhe,S,25,72,194,3,San Diego State,New York Giants,DB,DEF,1-4 Yrs
24,Bennett Jackson,S,24,72,192,2,Notre Dame,New York Giants,DB,DEF,1-4 Yrs
22,Andrew Adams,S,23,72,198,0,Connecticut,New York Giants,DB,DEF,Rookie
27,Mykkele Thompson,S,23,72,193,2,Texas,New York Giants,DB,DEF,1-4 Yrs
21,Landon Collins,S,22,72,225,2,Alabama,New York Giants,DB,DEF,1-4 Yrs
36,Justin Currie,S,22,74,204,2,Western Michigan,New York Giants,DB,DEF,1-4 Yrs
4,Darian Thompson,S,22,74,208,0,Boise State,New York Giants,DB,DEF,Rookie
30,Cooper Taylor,S,26,76,228,4,Richmond,New York Giants,DB,DEF,1-4 Yrs
45,Will Tye,TE,24,74,262,2,Stony Brook,New York Giants,TE,OFF,1-4 Yrs
88,Ryan Malleck,TE,23,76,243,0,Virginia Tech,New York Giants,TE,OFF,Rookie
89,Jerell Adams,TE,23,77,244,0,South Carolina,New York Giants,TE,OFF,Rookie
84,Larry Donnell,TE,27,78,265,4,Grambling State,New York Giants,TE,OFF,1-4 Yrs
81,Matt LaCosse,TE,23,78,245,1,Illinois,New York Giants,TE,OFF,1-4 Yrs
80,Victor Cruz,WR,29,72,204,7,Massachusetts,New York Giants,WR,OFF,5-8 Yrs
19,Myles White,WR,26,72,190,3,Louisiana Tech,New York Giants,WR,OFF,1-4 Yrs
--,Kadron Boone,WR,24,72,204,0,LSU,New York Giants,WR,OFF,Rookie
1,Roger Lewis,WR,22,72,196,0,Bowling Green,New York Giants,WR,OFF,Rookie
17,Dwayne Harris,WR,28,70,202,6,East Carolina,New York Giants,WR,OFF,5-8 Yrs
3,Sterling Shepard,WR,23,70,193,0,Oklahoma,New York Giants,WR,OFF,Rookie
13,Odell Beckham Jr.,WR,23,71,198,3,LSU,New York Giants,WR,OFF,1-4 Yrs
15,Tavarres King,WR,26,73,200,3,Georgia,New York Giants,WR,OFF,1-4 Yrs
--,Donte Foster,WR,25,73,199,1,Ohio,New York Giants,WR,OFF,1-4 Yrs
18,Geremy Davis,WR,24,74,217,2,Connecticut,New York Giants,WR,OFF,1-4 Yrs
10,Darius Powe,WR,22,75,220,0,California,New York Giants,WR,OFF,Rookie
8,Anthony Dable,WR,27,76,220,0,null,New York Giants,WR,OFF,Rookie
74,Nick Mangold,C,32,76,307,11,Ohio State,New York Jets,OL,OFF,9-12 Yrs
27,Dee Milliner,CB,24,72,201,4,Alabama,New York Jets,DB,DEF,1-4 Yrs
11,Juston Burris,CB,22,72,212,0,NC State,New York Jets,DB,DEF,Rookie
41,Buster Skrine,CB,27,69,185,6,Chattanooga,New York Jets,DB,DEF,5-8 Yrs
23,Dexter McDougle,CB,25,70,195,3,Maryland,New York Jets,DB,DEF,1-4 Yrs
24,Darrelle Revis,CB,31,71,198,10,Pittsburgh,New York Jets,DB,DEF,9-12 Yrs
--,Kendall James,CB,25,71,180,1,Maine,New York Jets,DB,DEF,1-4 Yrs
20,Marcus Williams,CB,25,71,196,3,North Dakota State,New York Jets,DB,DEF,1-4 Yrs
32,Kevin Short,CB,24,74,185,1,null,New York Jets,DB,DEF,1-4 Yrs
--,Doug Middleton,DB,22,72,210,0,Appalachian State,New York Jets,DB,DEF,Rookie
26,Darryl Morris,DB,25,70,188,4,Texas State,New York Jets,DB,DEF,1-4 Yrs
--,Shelby Harris,DE,24,74,290,2,Illinois State,New York Jets,Front Seven,DEF,1-4 Yrs
53,Mike Catapano,DE,25,76,270,4,Princeton,New York Jets,Front Seven,DEF,1-4 Yrs
92,Leonard Williams,DE,22,77,302,2,USC,New York Jets,Front Seven,DEF,1-4 Yrs
96,Jarvis Jenkins,DL,28,76,300,6,Clemson,New York Jets,Front Seven,DEF,5-8 Yrs
96,Muhammad Wilkerson,DL,26,76,315,6,Temple,New York Jets,Front Seven,DEF,5-8 Yrs
--,Tarow Barney,DT,22,73,306,0,Penn State,New York Jets,Front Seven,DEF,Rookie
90,Steve McLendon,DT,30,75,310,7,Troy,New York Jets,Front Seven,DEF,5-8 Yrs
91,Sheldon Richardson,DT,25,75,294,4,Missouri,New York Jets,Front Seven,DEF,1-4 Yrs
93,Deon Simon,DT,26,76,332,1,Northwestern State,New York Jets,Front Seven,DEF,1-4 Yrs
40,Tommy Bohanon,FB,25,73,247,4,Wake Forest,New York Jets,Tailback,OFF,1-4 Yrs
--,Michael Liedtke,G,24,75,310,1,Illinois State,New York Jets,OL,OFF,1-4 Yrs
98,Craig Watts,G,25,76,335,1,West Texas A&M,New York Jets,OL,OFF,1-4 Yrs
--,Julian Stanford,LB,25,73,230,3,Wagner,New York Jets,Front Seven,DEF,1-4 Yrs
43,Darron Lee,LB,21,73,232,0,Ohio State,New York Jets,Front Seven,DEF,Rookie
52,David Harris,LB,32,74,250,10,Michigan,New York Jets,Front Seven,DEF,9-12 Yrs
--,Bruce Carter,LB,28,74,240,6,North Carolina,New York Jets,Front Seven,DEF,5-8 Yrs
58,Erin Henderson,LB,30,75,244,8,Maryland,New York Jets,Front Seven,DEF,5-8 Yrs
--,Freddie Bishop,LB,26,75,251,0,Western Michigan,New York Jets,Front Seven,DEF,Rookie
95,Josh Martin,LB,24,75,245,4,Columbia,New York Jets,Front Seven,DEF,1-4 Yrs
99,Julian Howsare,LB,23,75,255,1,Clarion,New York Jets,Front Seven,DEF,1-4 Yrs
59,Jordan Jenkins,LB,22,75,259,0,Georgia,New York Jets,Front Seven,DEF,Rookie
50,Deion Barnes,LB,23,76,255,1,Penn State,New York Jets,Front Seven,DEF,1-4 Yrs
55,Lorenzo Mauldin,LB,23,76,259,2,Louisville,New York Jets,Front Seven,DEF,1-4 Yrs
57,Trevor Reilly,LB,28,77,245,3,Utah,New York Jets,Front Seven,DEF,1-4 Yrs
49,Taiwan Jones,LB,22,75,252,1,Michigan State,New York Jets,Front Seven,DEF,1-4 Yrs
46,Tanner Purdum,LS,31,75,270,7,Baker University,New York Jets,ST,ST,5-8 Yrs
67,Brian Winters,OG,25,76,320,4,Kent State,New York Jets,OL,OFF,1-4 Yrs
77,James Carpenter,OG,27,77,321,6,Alabama,New York Jets,OL,OFF,5-8 Yrs
64,Jarvis Harrison,OL,24,76,330,2,Texas A&M,New York Jets,OL,OFF,1-4 Yrs
