"Congo, Dem. Rep.",Sub-Saharan Africa,NY.GDP.PCAP.CD,238.4176394,161.4915535,180.664765,162.3805291,203.5616689,142.6781426,377.9254215,314.5385863,267.8885088,307.3196386,280.7980515
"Congo, Dem. Rep.",Sub-Saharan Africa,SL.TLF.TOTL.IN,23509900,21758097,22393011,21152755,23088764,20529206,19898577,25138984,23897816,24276075,24679535
"Congo, Dem. Rep.",Sub-Saharan Africa,SL.UEM.TOTL.ZS,3.174,3.053,2.975,3.17,2.948,3.239,3.234,4.096,3.403,3.627,3.88
"Congo, Rep.",Sub-Saharan Africa,SP.POP.TOTL,3837409,3445753,3565554,3350771,3696393,3272537,3151345,4462290,3980430,4113517,4281219
"Congo, Rep.",Sub-Saharan Africa,NY.GDP.PCAP.CD,2103.582138,1016.823634,1306.101363,905.5381355,1799.051584,854.5983144,1024.301591,2946.557981,2206.471019,2832.091778,2271.152192
"Congo, Rep.",Sub-Saharan Africa,SL.TLF.TOTL.IN,1539136,1367288,1420042,1327271,1477494,1295795,1239273,1799266,1600292,1653899,1724220
"Congo, Rep.",Sub-Saharan Africa,SL.UEM.TOTL.ZS,19.587,19.871,19.886,19.664,19.796,19.877,19.87,19.345,19.894,19.94,19.833
Costa Rica,Latin America & Caribbean,SP.POP.TOTL,4321340,4138784,4200078,4075705,4261240,4008947,3937739,4555962,4380248,4440056,4499791
Costa Rica,Latin America & Caribbean,NY.GDP.PCAP.CD,5256.596409,4173.148564,4431.011721,4067.718514,4703.007218,3985.129845,3812.753883,8265.788203,6137.711999,6937.242616,6832.698299
Costa Rica,Latin America & Caribbean,SL.TLF.TOTL.IN,1911390,1762605,1771024,1710423,1888687,1679060,1596716,2027352,1978866,2003972,2030924
Costa Rica,Latin America & Caribbean,SL.UEM.TOTL.ZS,5.926,6.654,6.445,6.396,6.749,6.051,5.08,7.171,4.557,4.934,7.824
Cote d'Ivoire,Sub-Saharan Africa,SP.POP.TOTL,20546802,19125542,19595000,18654771,20068458,18178913,17699004,22488065,21030558,21514439,21997940
Cote d'Ivoire,Sub-Saharan Africa,NY.GDP.PCAP.CD,1230.430568,1111.171351,1199.825245,967.8158644,1197.74617,924.727295,936.6365413,1553.54887,1367.538177,1583.970667,1540.453936
Cote d'Ivoire,Sub-Saharan Africa,SL.TLF.TOTL.IN,7316980,6779544,6954300,6605404,7133307,6429804,6253233,8433828,7505748,7771201,8106769
Cote d'Ivoire,Sub-Saharan Africa,SL.UEM.TOTL.ZS,6.009,5.805,5.883,5.474,5.999,5.167,4.816,6.618,6.272,6.379,6.571
Croatia,Europe & Central Asia,SP.POP.TOTL,4311159,4303399,4304600,4302174,4310145,4299642,4468302,4295427,4310217,4309705,4305181
Croatia,Europe & Central Asia,NY.GDP.PCAP.CD,11502.75312,8190.111352,9718.973228,6219.581641,10443.52784,5364.838247,4953.651588,13731.28652,13757.60565,15889.43471,14475.96329
Croatia,Europe & Central Asia,SL.TLF.TOTL.IN,1894312,1865731,1912837,1859219,1910033,1869944,1953924,1911488,1924883,1934423,1932994
Croatia,Europe & Central Asia,SL.UEM.TOTL.ZS,11.13,13.924,13.664,15.053,12.598,15.822,16.064,11.62,9.909,8.53,9.202
Cuba,Latin America & Caribbean,SP.POP.TOTL,11278550,11209383,11238756,11177418,11262554,11144132,11109109,11297409,11287272,11291762,11294719
Cuba,Latin America & Caribbean,NY.GDP.PCAP.CD,4329.98266,3202.781099,3399.219629,3005.211042,3786.337992,2842.967043,2751.381771,5272.267558,4807.43889,4986.124365,5089.235198
Cuba,Latin America & Caribbean,SL.TLF.TOTL.IN,4955093,4819364,4855362,4788681,4905296,4763332,4728460,5096065,4988644,5010521,5142082
Cuba,Latin America & Caribbean,SL.UEM.TOTL.ZS,1.913,2.33,1.854,3.31,1.95,4.08,5.45,2.5,1.788,1.583,1.67
Curacao,Latin America & Caribbean,SP.POP.TOTL,141239,131897,134192,129205,137658,129047,133860,148703,144056,145880,146833
Curacao,Latin America & Caribbean,NY.GDP.PCAP.CD,17400.16378,16695.73511,16671.34034,16723.69253,17032.33566,16609.84545,15841.26124,19847.23101,18005.71659,19423.33524,19540.24766
Curacao,Latin America & Caribbean,SL.TLF.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curacao,Latin America & Caribbean,SL.UEM.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,Europe & Central Asia,SP.POP.TOTL,1054418,999590,1017875,981440,1036151,964127,947667,1127816,1072714,1091026,1109371
Cyprus,Europe & Central Asia,NY.GDP.PCAP.CD,26729.28125,20252.24609,23792.61914,16093.21582,24959.26172,14821.44922,14388.35254,31105.02734,31244.87891,35397.29688,32236.44922
Cyprus,Europe & Central Asia,SL.TLF.TOTL.IN,538627,498316,512182,477404,525197,467154,444571,600971,556863,569349,583119
Cyprus,Europe & Central Asia,SL.UEM.TOTL.ZS,4.593,4.153,4.77,3.336,5.481,4.043,4.766,6.359,3.946,3.756,5.594
Denmark,Europe & Central Asia,SP.POP.TOTL,5437272,5390574,5404523,5375931,5419432,5358783,5339616,5547683,5461438,5493621,5523095
Denmark,Europe & Central Asia,NY.GDP.PCAP.CD,52119.1788,40519.09749,46625.0501,33257.16226,48925.80767,30768.47755,30722.02518,58104.54456,58631.65664,64616.66576,58412.74724
Denmark,Europe & Central Asia,SL.TLF.TOTL.IN,2933792,2877534,2901221,2881404,2902668,2851668,2861618,2893686,2931561,2924360,2914702
Denmark,Europe & Central Asia,SL.UEM.TOTL.ZS,3.897,5.398,5.204,4.274,4.83,4.164,4.476,7.746,3.801,3.683,6.409
Djibouti,Middle East & North Africa,SP.POP.TOTL,855764,813519,826124,795574,839167,771313,747318,930251,874528,892734,911527
Djibouti,Middle East & North Africa,NY.GDP.PCAP.CD,898.4646281,764.6344652,806.2616529,743.0132704,844.4483574,742.1337911,737.6121836,1213.233526,969.5732202,1119.152333,1150.937586
Djibouti,Middle East & North Africa,SL.TLF.TOTL.IN,180059,170669,173339,166727,176212,161211,155729,197854,184506,188875,193385
Djibouti,Middle East & North Africa,SL.UEM.TOTL.ZS,26.387,26.488,26.446,26.59,26.452,26.599,26.664,26.371,26.3,26.194,26.33
Dominica,Latin America & Caribbean,SP.POP.TOTL,68806,68531,68649,68367,68734,68288,68511,68859,68847,68854,68864
Dominica,Latin America & Caribbean,NY.GDP.PCAP.CD,5671.770657,5009.573932,5348.949001,4873.6422,5299.495964,4981.895849,4867.398963,7171.552389,6120.442054,6654.499214,7102.02826
Dominica,Latin America & Caribbean,SL.TLF.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,Latin America & Caribbean,SL.UEM.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,Latin America & Caribbean,SP.POP.TOTL,9341183,8980620,9104892,8852235,9225034,8720283,8584190,9820175,9455658,9573130,9695265
Dominican Republic,Latin America & Caribbean,NY.GDP.PCAP.CD,4055.142703,2383.261718,2451.691616,3065.603295,3878.312067,2935.893673,2831.458836,5484.646379,4649.645589,5026.840911,4977.798844
Dominican Republic,Latin America & Caribbean,SL.TLF.TOTL.IN,3602884,3348018,3431434,3333649,3488715,3248577,3248886,3849571,3668718,3765044,3696350
Dominican Republic,Latin America & Caribbean,SL.UEM.TOTL.ZS,5.654,6.938,6.303,6.779,6.587,7.262,6.432,5.212,5.158,4.764,5.467
Ecuador,Latin America & Caribbean,SP.POP.TOTL,14086131,13372306,13608701,13138472,13846163,12910740,12689206,15076695,14328773,14575202,14825954
Ecuador,Latin America & Caribbean,NY.GDP.PCAP.CD,3243.670104,2315.622152,2586.209147,2059.158554,2909.02606,1791.303597,1382.234218,4520.30959,3478.924888,4194.757507,4053.363311
Ecuador,Latin America & Caribbean,SL.TLF.TOTL.IN,6409972,5740735,6069723,5554493,6169877,5375291,5202036,6489520,6449993,6581958,6478792
Ecuador,Latin America & Caribbean,SL.UEM.TOTL.ZS,3.55,5.662,5.002,4.836,3.779,4.252,4.8,4.088,3.142,3.917,4.608
"Egypt, Arab Rep.",Middle East & North Africa,SP.POP.TOTL,82700403,77853548,79477443,76239137,81101004,74652029,73083284,89196072,84276225,85864789,87501636
"Egypt, Arab Rep.",Middle East & North Africa,NY.GDP.PCAP.CD,1298.979002,1031.275563,991.2556891,1116.828846,1104.803407,1295.137418,1366.092744,2455.081946,1547.741707,1896.215943,2161.639646
"Egypt, Arab Rep.",Middle East & North Africa,SL.TLF.TOTL.IN,25528081,22178983,23289758,21097168,24412249,21324246,21302020,29112224,26632069,26970086,27711440
"Egypt, Arab Rep.",Middle East & North Africa,SL.UEM.TOTL.ZS,10.49,10.91,10.32,10.01,11.049,9.26,8.98,8.757,8.8,8.517,9.087
El Salvador,Latin America & Caribbean,SP.POP.TOTL,6002319,5998599,6004671,5986631,6005578,5968060,5943366,6068249,6009824,6029297,6048279
El Salvador,Latin America & Caribbean,NY.GDP.PCAP.CD,2665.618072,2207.830895,2285.689074,2115.411874,2447.391408,2058.044591,1982.870935,3040.07301,2830.656938,2983.248296,2910.186518
El Salvador,Latin America & Caribbean,SL.TLF.TOTL.IN,2397018,2376142,2336542,2301183,2368100,2302106,2300761,2471139,2437329,2448227,2459601
El Salvador,Latin America & Caribbean,SL.UEM.TOTL.ZS,6.57,6.9,6.8,6.2,7.22,6.96,6.96,4.893,6.41,5.88,7.33
Equatorial Guinea,Sub-Saharan Africa,SP.POP.TOTL,990343,847862,899917,797957,947367,749836,703279,1189085,1036044,1084530,1135673
Equatorial Guinea,Sub-Saharan Africa,NY.GDP.PCAP.CD,10184.88412,2930.601837,4901.301274,2264.210656,8673.902609,1948.611459,1487.316551,13720.16587,12616.95329,18210.5553,13232.50194
Equatorial Guinea,Sub-Saharan Africa,SL.TLF.TOTL.IN,354826,302232,321068,284107,338510,266662,249893,434210,372458,391518,412118
Equatorial Guinea,Sub-Saharan Africa,SL.UEM.TOTL.ZS,7.924,8.11,8.03,8.09,8.008,8.032,7.955,8.07,7.877,7.831,7.939
Eritrea,Sub-Saharan Africa,SP.POP.TOTL,2703502,2493903,2598284,2392978,2661215,2312079,2247031,2945186,2743222,2816327,2887885
Eritrea,Sub-Saharan Africa,NY.GDP.PCAP.CD,447.9974047,348.9503271,426.8409479,304.7757565,412.7530792,325.4091615,314.3573968,539.6995121,480.4476237,490.066956,642.9257229
Eritrea,Sub-Saharan Africa,SL.TLF.TOTL.IN,1225932,1122394,1180346,1065022,1209721,1021603,990129,1344056,1240437,1279777,1316115
Eritrea,Sub-Saharan Africa,SL.UEM.TOTL.ZS,5.566,5.679,5.569,5.708,5.579,5.678,5.608,5.675,5.575,5.524,5.583
Estonia,Europe & Central Asia,SP.POP.TOTL,1346810,1370720,1362550,1379350,1354775,1388115,1396985,1331475,1340680,1337090,1334515
Estonia,Europe & Central Asia,NY.GDP.PCAP.CD,12641.4801,7205.407033,8916.072827,5343.183108,10414.63812,4502.66615,4070.609024,14663.7041,16745.4308,18205.90641,14712.44942
Estonia,Europe & Central Asia,SL.TLF.TOTL.IN,692908,675532,677586,654871,673275,666902,677821,682900,690796,695990,688923
Estonia,Europe & Central Asia,SL.UEM.TOTL.ZS,5.915,11.288,10.248,10.026,8.033,13.134,13.36,16.707,4.592,5.455,13.548
Eswatini,Sub-Saharan Africa,SP.POP.TOTL,1084436,1066700,1073159,1059441,1079022,1051064,1041414,1111650,1090705,1098091,1105153
Eswatini,Sub-Saharan Africa,NY.GDP.PCAP.CD,3035.061561,2060.184181,2581.241728,1351.865502,2945.363949,1467.538902,1668.974913,3992.951996,3180.861215,2999.828169,3239.757801
Eswatini,Sub-Saharan Africa,SL.TLF.TOTL.IN,338855,329837,333216,325925,336193,321310,315941,353955,342079,346155,350222
Eswatini,Sub-Saharan Africa,SL.UEM.TOTL.ZS,27.69,26.216,26.69,25.716,27.204,25.178,24.502,26.736,28.24,27.835,27.383
Ethiopia,Sub-Saharan Africa,SP.POP.TOTL,80703490,73832663,76077206,71635517,78367470,69487762,67411494,90538514,83103217,85543668,88007636
Ethiopia,Sub-Saharan Africa,NY.GDP.PCAP.CD,189.3457375,116.8004911,133.1698125,109.5938136,158.2434581,118.4572043,122.2692026,330.6194128,237.146256,316.4104751,368.5747123
Ethiopia,Sub-Saharan Africa,SL.TLF.TOTL.IN,34890453,31685640,32715304,30700039,33787143,29769943,28913873,40076847,36075624,37333059,38658811
Ethiopia,Sub-Saharan Africa,SL.UEM.TOTL.ZS,2.351,2.995,2.767,3.06,2.497,3.176,3.5,2.3,2.347,2.335,2.331
Faroe Islands,Europe & Central Asia,SP.POP.TOTL,48335,48032,48384,47335,48359,46635,45754,48657,48378,48547,48791
Faroe Islands,Europe & Central Asia,NY.GDP.PCAP.CD,41743.68128,31269.6032,35647.54404,26937.65056,36389.08164,24879.77296,23322.75934,47923.15154,48348.73937,51287.89111,47059.19473
Faroe Islands,Europe & Central Asia,SL.TLF.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,Europe & Central Asia,SL.UEM.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,East Asia & Pacific,SP.POP.TOTL,890365,866286,874366,858049,882379,849596,840909,910419,897832,903399,907239
Fiji,East Asia & Pacific,NY.GDP.PCAP.CD,3455.105999,2655.580796,3097.190967,2136.567941,3377.69127,1944.997415,1995.720712,3449.144529,3762.746928,3899.922315,3164.132754
Fiji,East Asia & Pacific,SL.TLF.TOTL.IN,350528,338779,342970,334431,339184,329834,324912,391050,361730,372107,381668
Fiji,East Asia & Pacific,SL.UEM.TOTL.ZS,3.958,4.738,4.7,4.769,3.886,4.695,4.7,4.343,4.106,4.185,4.305
Finland,Europe & Central Asia,SP.POP.TOTL,5266268,5213014,5228172,5200598,5246096,5188008,5176209,5363352,5288720,5313399,5338871
Finland,Europe & Central Asia,NY.GDP.PCAP.CD,41214.01878,32920.08572,37768.13342,26989.38926,39049.87038,24965.203,24335.92251,46506.2919,48473.02401,53769.47262,47478.34953
Finland,Europe & Central Asia,SL.TLF.TOTL.IN,2716612,2665287,2665989,2654217,2697022,2634055,2601528,2672403,2683761,2715342,2686596
Finland,Europe & Central Asia,SL.UEM.TOTL.ZS,8.935,10.469,10.358,10.423,9.602,10.29,11.134,8.394,6.854,6.369,8.249
France,Europe & Central Asia,SP.POP.TOTL,63622342,62249855,62707588,61812142,63180854,61364377,60918661,65026211,64016890,64375116,64706436
France,Europe & Central Asia,NY.GDP.PCAP.CD,36431.56589,29479.52221,33644.92822,24144.5727,34696.37183,22331.79483,22340.59395,40694.82117,41486.19078,45464.81814,41728.08842
France,Europe & Central Asia,SL.TLF.TOTL.IN,29008602,28346820,28513168,27809449,28829106,27441602,27313657,29781056,29271805,29464970,29692721
France,Europe & Central Asia,SL.UEM.TOTL.ZS,8.832,8.306,8.914,8.702,8.882,8.61,10.218,9.279,8.008,7.386,9.122
French Polynesia,East Asia & Pacific,SP.POP.TOTL,263223,251637,255654,247775,259507,244097,240337,270580,266438,268379,269481
French Polynesia,East Asia & Pacific,NY.GDP.PCAP.CD,22330.86767,19582.89364,21764.22032,16004.05833,21984.19362,14640.93601,14978.3241,22494.80671,24888.17813,26592.02628,24434.21976
French Polynesia,East Asia & Pacific,SL.TLF.TOTL.IN,106958,101540,103335,99618,105133,97633,95603,112569,108503,110126,111386
French Polynesia,East Asia & Pacific,SL.UEM.TOTL.ZS,11.769,11.753,11.701,11.71,11.722,11.664,11.579,12.145,11.74,11.759,11.97
Gabon,Sub-Saharan Africa,SP.POP.TOTL,1508337,1382350,1421609,1345135,1463495,1309589,1275572,1719879,1556237,1607175,1661556
Gabon,Sub-Saharan Africa,NY.GDP.PCAP.CD,6847.009857,4710.748628,5465.791936,3966.480019,6547.87614,3835.757183,3982.906201,8356.74662,8003.542897,9688.645197,7290.575261
Gabon,Sub-Saharan Africa,SL.TLF.TOTL.IN,447244,399853,414228,386800,429446,374186,362759,528908,464689,485599,507271
Gabon,Sub-Saharan Africa,SL.UEM.TOTL.ZS,17.785,17.119,17.095,17.351,16.91,17.762,17.789,20.39,18.261,19.191,19.753
"Gambia, The",Sub-Saharan Africa,SP.POP.TOTL,1715275,1577611,1621312,1535691,1667037,1495011,1455084,1926630,1765774,1817852,1871422
"Gambia, The",Sub-Saharan Africa,NY.GDP.PCAP.CD,614.5443079,308.7191234,593.2853463,376.531027,616.4836579,459.8030684,538.0540723,801.0333727,724.7264072,859.1276714,774.8880309
"Gambia, The",Sub-Saharan Africa,SL.TLF.TOTL.IN,447319,404016,415486,393184,431232,379557,369516,508795,462839,477719,492937
"Gambia, The",Sub-Saharan Africa,SL.UEM.TOTL.ZS,10.259,10.032,9.991,10.079,9.963,9.708,9.787,9.723,10.428,10.092,9.823
Georgia,Europe & Central Asia,SP.POP.TOTL,3880347,3951736,3927340,3978515,3902469,4014373,4077131,3786695,3860158,3848449,3814419
Georgia,Europe & Central Asia,NY.GDP.PCAP.CD,1996.020133,1010.031516,1305.047486,853.5261719,1642.783594,801.9838371,749.908535,3281.729309,2635.366503,3324.753721,2822.689397
Georgia,Europe & Central Asia,SL.TLF.TOTL.IN,1959933,2075003,2036816,2040910,2016542,2081145,2027990,2019947,1992462,1995224,2009937
Georgia,Europe & Central Asia,SL.UEM.TOTL.ZS,13.57,11.51,12.62,12.59,13.81,11.16,10.82,20.203,13.28,17.87,20.71
Germany,Europe & Central Asia,SP.POP.TOTL,82376451,82534176,82516260,82488495,82469422,82349925,82211508,81776930,82266372,82110097,81902307
Germany,Europe & Central Asia,NY.GDP.PCAP.CD,36980.33499,30711.10225,34566.73591,25486.5942,35084.43635,23878.36415,23925.85599,42409.9357,42350.92172,46386.32959,42487.21371
Germany,Europe & Central Asia,SL.TLF.TOTL.IN,41693194,40574932,40416992,40394421,41133962,40298909,40210993,41860532,41795078,41800249,41823603
Germany,Europe & Central Asia,SL.UEM.TOTL.ZS,10.277,9.779,10.727,8.482,11.193,7.773,7.917,7.043,8.732,7.508,7.88
Ghana,Sub-Saharan Africa,SP.POP.TOTL,23040702,21296705,21868298,20729388,22449438,20167069,19637087,25474995,23642279,24249946,24862664
Ghana,Sub-Saharan Africa,NY.GDP.PCAP.CD,906.4410276,358.3992714,406.1321053,297.4616447,478.6119092,263.5421565,253.7469362,1263.892518,1050.124615,1182.657613,1047.704301
Ghana,Sub-Saharan Africa,SL.TLF.TOTL.IN,10013537,9234662,9495292,8971997,9754739,8707139,8459005,11030732,10275619,10536687,10791084
Ghana,Sub-Saharan Africa,SL.UEM.TOTL.ZS,4.897,7.72,6.756,8.695,5.816,9.602,10.456,5.384,5.092,5.144,5.348
Gibraltar,Europe & Central Asia,SP.POP.TOTL,29594,28274,28715,27831,29163,27657,27709,31248,30006,30413,30823
Gibraltar,Europe & Central Asia,NY.GDP.PCAP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gibraltar,Europe & Central Asia,SL.TLF.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gibraltar,Europe & Central Asia,SL.UEM.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,Europe & Central Asia,SP.POP.TOTL,11020362,10928070,10955141,10902022,10987314,10862132,10805808,11121341,11048473,11077841,11107017
Greece,Europe & Central Asia,NY.GDP.PCAP.CD,24416.0233,18020.61204,21449.25528,13782.19564,22054.13158,12156.95728,11638.20107,26653.0488,28440.76253,31695.83311,29425.45732
Greece,Europe & Central Asia,SL.TLF.TOTL.IN,4920904,4751371,4833969,4692781,4871505,4642262,4679182,5021719,4926848,4948462,5000038
Greece,Europe & Central Asia,SL.UEM.TOTL.ZS,8.906,9.839,10.628,10.346,10.074,10.764,11.345,12.719,8.351,7.664,9.546
Greenland,Europe & Central Asia,SP.POP.TOTL,56774,56765,56911,56609,56935,56350,56200,56905,56555,56328,56323
Greenland,Europe & Central Asia,NY.GDP.PCAP.CD,35458.2543,27459.87533,32023.68205,20652.8417,32489.72773,19275.43397,19004.00384,43988.52803,39780.94414,44366.78587,44918.84138
Greenland,Europe & Central Asia,SL.TLF.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenland,Europe & Central Asia,SL.UEM.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,Latin America & Caribbean,SP.POP.TOTL,110135,108884,109323,108404,109734,107987,107451,111586,110522,110896,111254
Grenada,Latin America & Caribbean,NY.GDP.PCAP.CD,6344.038377,5427.963773,5480.261176,4984.474059,6338.560114,4819.507767,4839.828111,6909.601696,6864.548168,7448.204056,6932.564722
Grenada,Latin America & Caribbean,SL.TLF.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,Latin America & Caribbean,SL.UEM.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,East Asia & Pacific,SP.POP.TOTL,164839,163137,163810,162315,164365,161329,160065,166522,165267,165693,166173
Guam,East Asia & Pacific,NY.GDP.PCAP.CD,25709.93515,21877.31784,23618.82669,20909.95903,25631.97761,NA,NA,29719.79678,26605.43242,28112.23166,29054.05812
Guam,East Asia & Pacific,SL.TLF.TOTL.IN,73393,70941,71093,70802,70966,73861,75675,73843,68168,70982,73751
Guam,East Asia & Pacific,SL.UEM.TOTL.ZS,7.4,9.697,7.7,11.39,7,13.213,15.32,8.2,8.3,8.892,9.3
Guatemala,Latin America & Caribbean,SP.POP.TOTL,13367459,12525842,12807402,12246915,13087629,11969422,11697592,14500112,13652040,13935174,14215611
Guatemala,Latin America & Caribbean,NY.GDP.PCAP.CD,2225.123475,1722.547019,1840.911849,1669.335175,2046.466117,1537.686636,1648.96579,2805.259602,2458.815739,2763.059882,2611.646328
Guatemala,Latin America & Caribbean,SL.TLF.TOTL.IN,4861711,4505895,4644836,4376265,4752203,4251037,4138380,5323128,4974966,5089817,5205293
Guatemala,Latin America & Caribbean,SL.UEM.TOTL.ZS,2.948,2.807,2.971,2.747,3.059,2.745,2.606,3.497,2.824,2.873,3.208
Guinea,Sub-Saharan Africa,SP.POP.TOTL,9441171,8870781,9062726,8674066,9245844,8539960,8428832,10396086,9662281,9898870,10143534
Guinea,Sub-Saharan Africa,NY.GDP.PCAP.CD,446.9805541,566.4854059,584.8977405,495.9160736,463.1776869,483.0851202,518.1570669,659.2353262,650.1485753,703.5328258,662.1859147
Guinea,Sub-Saharan Africa,SL.TLF.TOTL.IN,3194025,3089081,3127528,3046057,3158236,3006910,2981628,3411704,3243009,3298093,3354436
Guinea,Sub-Saharan Africa,SL.UEM.TOTL.ZS,4.93,4.644,4.743,4.549,4.875,4.597,4.599,5.097,4.818,4.829,4.967
Guinea-Bissau,Sub-Saharan Africa,SP.POP.TOTL,1415303,1318806,1349563,1289307,1381585,1261273,1234741,1566347,1450986,1488054,1526377
Guinea-Bissau,Sub-Saharan Africa,NY.GDP.PCAP.CD,448.5130755,419.7848661,431.3765577,362.0345746,463.0739627,327.138432,316.945495,600.1942985,519.0697898,640.2103311,583.1900201
Guinea-Bissau,Sub-Saharan Africa,SL.TLF.TOTL.IN,507401,470392,482310,458986,494619,448070,437685,565545,520952,535151,549987
Guinea-Bissau,Sub-Saharan Africa,SL.UEM.TOTL.ZS,3.154,3.244,3.238,3.181,3.174,3.154,3.557,3.137,3.149,3.164,3.152
Guyana,Latin America & Caribbean,SP.POP.TOTL,758966,763101,762418,763652,760914,764477,764832,749256,756861,754606,752094
Guyana,Latin America & Caribbean,NY.GDP.PCAP.CD,3135.605535,973.7425981,1033.310309,950.8669325,1084.065414,931.5747238,931.7966517,4581.761797,3608.286852,4008.962867,4209.132306
Guyana,Latin America & Caribbean,SL.TLF.TOTL.IN,279065,274582,276047,273295,277504,275343,277438,284475,280661,282105,283394
Guyana,Latin America & Caribbean,SL.UEM.TOTL.ZS,10.7,11.529,11.28,11.81,11.08,11.806,11.93,11.636,10.846,11.027,11.314
Haiti,Latin America & Caribbean,SP.POP.TOTL,9216562,8759912,8910263,8607641,9061273,8455918,8303151,9803294,9373296,9530774,9689581
Haiti,Latin America & Caribbean,NY.GDP.PCAP.CD,828.8057003,578.9952911,683.1852982,720.969568,775.8457041,748.8211598,820.6000468,1209.727335,984.5669834,1094.660584,1196.852871
Haiti,Latin America & Caribbean,SL.TLF.TOTL.IN,3671852,3370045,3464730,3277860,3562527,3189161,3103912,4101260,3782583,3894117,4006423
Haiti,Latin America & Caribbean,SL.UEM.TOTL.ZS,15.908,12.18,13.453,11.046,14.587,9.754,8.454,15.252,16.8,16.195,15.351
Honduras,Latin America & Caribbean,SP.POP.TOTL,7656832,7119213,7298994,6938859,7478355,6757993,6577773,8365878,7834798,8012587,8189899
Honduras,Latin America & Caribbean,NY.GDP.PCAP.CD,1425.847801,1156.081627,1215.139954,1132.499653,1304.700392,1132.164875,1092.564007,1893.327227,1577.737892,1732.490627,1781.157036
Honduras,Latin America & Caribbean,SL.TLF.TOTL.IN,2729848,2595544,2658765,2532641,2722594,2470594,2409908,3207856,2777245,2897946,3053320
Honduras,Latin America & Caribbean,SL.UEM.TOTL.ZS,3.574,5.3,5.99,4.02,4.909,4,3.881,4.119,3.211,3.156,3.292
"Hong Kong SAR, China",East Asia & Pacific,SP.POP.TOTL,6857100,6730800,6783500,6744100,6813200,6714300,6665000,7024200,6916300,6957800,6972800
"Hong Kong SAR, China",East Asia & Pacific,NY.GDP.PCAP.CD,28224.09516,23977.17341,24928.10037,24665.83623,26649.63772,25230.37809,25756.77287,32550.13649,30593.95117,31515.52921,30697.53839
"Hong Kong SAR, China",East Asia & Pacific,SL.TLF.TOTL.IN,3575148,3447305,3493354,3464010,3528607,3416906,3358981,3626540,3626034,3633423,3651728
"Hong Kong SAR, China",East Asia & Pacific,SL.UEM.TOTL.ZS,4.77,7.86,6.74,7.28,5.58,5.09,4.92,4.329,4.01,3.56,5.26
Hungary,Europe & Central Asia,SP.POP.TOTL,10071370,10129552,10107146,10158608,10087065,10187576,10210971,10000023,10055780,10038188,10022650
Hungary,Europe & Central Asia,NY.GDP.PCAP.CD,11489.56087,8419.430871,10301.70339,6655.333009,11223.3993,5276.033189,4624.281657,13217.5046,13940.90928,15772.33008,13077.30547
Hungary,Europe & Central Asia,SL.TLF.TOTL.IN,4467137,4425344,4444289,4410687,4457206,4385520,4351495,4435814,4461875,4450530,4402144
Hungary,Europe & Central Asia,SL.UEM.TOTL.ZS,7.494,5.79,5.832,5.608,7.189,5.671,6.563,11.172,7.406,7.817,10.03
Iceland,Europe & Central Asia,SP.POP.TOTL,303782,289521,292074,287523,296734,284968,281205,318041,311566,317414,318499
Iceland,Europe & Central Asia,NY.GDP.PCAP.CD,57492.93425,39476.69785,47334.93065,32409.21615,56794.85016,28897.44394,32096.37226,43237.07295,69495.72674,56943.37045,41301.27322
Iceland,Europe & Central Asia,SL.TLF.TOTL.IN,183035,172410,172545,169557,174910,170041,167756,187493,189447,191636,188209
Iceland,Europe & Central Asia,SL.UEM.TOTL.ZS,2.83,3.997,4.031,2.988,2.547,1.874,1.936,7.564,2.251,2.946,7.22
India,South Asia,SP.POP.TOTL,1172878890,1116803006,1135991513,1097600380,1154676322,1077898575,1057922733,1243481564,1190676021,1207930964,1225524753
India,South Asia,NY.GDP.PCAP.CD,801.6683537,544.1431335,624.2588265,469.149929,710.4880804,450.3579005,442.7502189,1347.519391,1021.887077,992.5195849,1094.949746
India,South Asia,SL.TLF.TOTL.IN,457611460,436753652,445825854,427829074,454832471,418764922,409617771,467561989,460225575,462536166,464961693
India,South Asia,SL.UEM.TOTL.ZS,7.552,7.68,7.625,7.753,7.552,7.653,7.624,7.652,7.561,7.656,7.664
